Year,Date,DOY,Tree_ID,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Notes
2014,2014-07-08,189,J117,8142.4,0,4.78,0.048,195.5,1.83,2.96,24.9,2.6,2.17,1,4.33,26.11,24.9,25.07,379.4,372.3,0.185,2.56,0.43,5.95,200,1499.4,0.17,78.97,35.7,0.868,1,-0.22,2.74,1,0,0.16,111115,0.77,0.002,298.1,299.3,239.9,1.41,3.16,40.03,37.47,25.51,3.28,0.048,0.202,3.07,0.03,15.44,0.525,5.41,370.8,0.001,
2014,2014-07-08,189,J118,9169.7,0,2.23,0.032,245,1.2,2.89,24.77,3.65,1.94,1,3.87,26.47,24.77,25.07,379.5,374.6,0.916,3.102,2.086,7.06,200,1499.7,0.13,78.96,37.32,0.951,1,-0.22,2.74,1,0,0.16,111115,0.548,0.001,297.9,299.6,239.9,1.86,3.14,39.72,36.62,25.62,3.3,0.032,0.245,3.05,0.02,19.35,0.654,6.57,373.8,0,
2014,2014-07-08,189,J119,8467.3,0,3.48,0.039,210.2,1.46,2.92,24.91,3.66,1.93,1,3.87,26.24,24.91,25.07,379.2,371.9,0.447,3.104,1.03,7.16,200,1499.9,0.11,78.96,36.36,0.924,1,-0.22,2.74,1,0,0.16,111115,0.546,0.001,298.1,299.4,240,1.72,3.16,40.06,36.96,25.58,3.29,0.039,0.245,3.05,0.024,16.6,0.565,6.65,370.7,0.001,
2014,2014-07-08,189,J120,1365,0,6.22,0.094,236.1,2.8,2.37,23.82,5.53,1.52,1,3.04,24.94,23.82,25.1,379.4,359.5,-0.233,7.462,-0.581,18.59,200.1,1499.3,0.2,78.93,25.06,0.775,0.97,-0.22,2.74,1,0,0.16,111115,0.362,0.003,297,298.1,239.9,1.44,2.96,37.55,30.08,24.38,3.06,0.091,0.589,2.48,0.057,18.64,0.657,20.48,356.7,0.004,
2014,2014-07-08,189,J121,4300.8,0,3.01,0.03,192.1,1.3,3.36,26.92,4.33,1.79,1,3.57,25.83,26.92,25.08,379.6,372.1,-0.204,2.611,-0.482,6.18,200,1500,0.18,78.98,27.93,0.819,0.93,-0.22,2.74,1,0,0.16,111115,0.462,0.001,300.1,299,240,1.64,3.56,45.1,42.49,26.37,3.45,0.03,0.206,3.24,0.019,15.17,0.516,4.3,370.9,0,
2014,2014-07-08,189,J122,2643.8,0,8.55,0.085,181.9,2.87,2.66,24.42,3.86,1.89,1,3.78,25.05,24.42,25.09,378.7,360.2,-0.231,5.273,-0.573,13.05,200.1,1499.6,0.14,78.95,25.79,0.786,1,-0.22,2.74,1,0,0.16,111115,0.519,0.003,297.6,298.2,239.9,1.11,3.07,38.91,33.64,24.74,3.13,0.083,0.416,2.71,0.052,14.36,0.505,13.55,357.2,0.003,
2014,2014-07-08,189,J123,10616.9,0,5.09,0.05,182.7,2.32,3.64,28.62,3.3,2.01,1,4.03,26.02,28.62,25.06,379.4,369.6,-0.059,3.741,-0.137,8.73,200.7,1500.3,0.21,78.86,26.12,0.204,1,-0.22,2.74,1,0,0.16,111115,0.608,0.002,301.8,299.2,240,0.93,3.93,49.89,46.15,27.32,3.65,0.049,0.295,3.35,0.031,14.4,0.494,6.1,367.9,0.001,
2014,2014-07-08,189,J124,10055.2,0,6.25,0.05,148.9,2.32,3.58,28.31,3.21,2.03,1,4.07,25.95,28.31,25.06,379.6,368.2,-0.078,3.622,-0.182,8.49,200.7,1500.6,0.29,78.86,25.97,0.198,0.97,-0.22,2.74,1,0,0.16,111115,0.626,0.002,301.5,299.1,240.1,0.95,3.86,49,45.38,27.13,3.61,0.05,0.286,3.32,0.031,11.74,0.404,6.06,366.2,0.001,
2014,2014-07-08,189,J125,9467.5,0,3.98,0.032,148.1,1.45,3.57,28.07,4.38,1.78,1,3.55,25.83,28.07,25.07,380.1,370.3,-0.084,3.078,-0.198,7.27,200.7,1499.4,0.25,78.86,25.45,0.175,1,-0.22,2.74,1,0,0.16,111115,0.459,0.001,301.2,299,239.9,1.45,3.81,48.31,45.23,26.95,3.57,0.031,0.243,3.33,0.02,11.68,0.4,4.75,368.8,0.001,
2014,2014-07-08,189,J126,6878.2,0,4.89,0.04,153.3,1.71,3.33,26.82,3.23,2.03,1,4.06,25.56,26.82,25.07,378.7,369.8,-0.109,2.631,-0.26,6.31,200.7,1499.6,0.18,78.85,24.67,0.163,1,-0.22,2.74,1,0,0.16,111115,0.622,0.002,300,298.7,239.9,1.3,3.54,44.91,42.28,26.19,3.41,0.039,0.207,3.2,0.025,12.09,0.415,4.5,368.2,0.001,
2014,2014-07-08,189,J127,5563.5,0,5.44,0.047,168.1,1.82,3,25.1,2.97,2.09,1,4.17,25.22,25.1,25.09,379.8,370.7,-0.123,2.556,-0.302,6.26,200.7,1498.9,0.1,78.84,24.28,0.17,1,-0.22,2.74,1,0,0.16,111115,0.676,0.002,298.3,298.4,239.8,1.36,3.2,40.57,38.02,25.16,3.21,0.047,0.202,3.01,0.029,13.26,0.454,5.31,368.9,0.001,
2014,2014-07-08,189,J128,4746.7,0,4.31,0.035,154.2,1.45,3.19,26.41,4.93,1.65,1,3.31,25.43,26.41,25.08,379.8,367.8,-0.121,3.438,-0.292,8.31,200.7,1499.3,0.23,78.83,24.95,0.19,1,-0.22,2.74,1,0,0.16,111115,0.407,0.001,299.6,298.6,239.9,1.7,3.46,43.86,40.42,25.92,3.36,0.035,0.271,3.09,0.022,12.16,0.419,6.61,366.1,0.001,
2014,2014-07-08,189,J129,7542.5,0,5.08,0.05,184.5,2.04,3.22,26.73,3.92,1.88,1,3.75,25.59,26.73,25.07,380.2,368.8,-0.122,3.859,-0.291,9.24,200.7,1498.8,0.11,78.85,25.19,0.183,1,-0.22,2.74,1,0,0.16,111115,0.512,0.002,299.9,298.7,239.8,1.26,3.52,44.68,40.82,26.16,3.41,0.049,0.304,3.1,0.031,14.55,0.5,7.58,367,0.001,
2014,2014-07-08,189,J130,8337.9,0,8.88,0.1,203.4,3.81,2.99,26.03,2.7,2.14,1,4.29,25.43,26.03,25.07,379.4,365.5,-0.121,4.979,-0.292,12.04,200.7,1500.4,0.17,78.86,24.41,0.188,1,-0.22,2.74,1,0,0.16,111115,0.743,0.004,299.2,298.6,240.1,0.54,3.38,42.86,37.88,25.73,3.32,0.098,0.393,2.93,0.061,16.04,0.557,11.52,362.7,0.003,
2014,2014-07-08,189,J131,2862,0,5.33,0.046,158.5,1.63,2.79,24.67,5.24,1.59,1,3.17,25.14,24.67,25.08,378.6,363.2,-0.105,4.126,-0.258,10.15,200.7,1500,0.18,78.83,25.14,0.188,1,-0.22,2.74,1,0,0.16,111115,0.383,0.002,297.8,298.3,240,1.87,3.12,39.54,35.41,24.9,3.16,0.045,0.325,2.84,0.028,12.5,0.437,9.73,360.9,0.001,
2014,2014-07-08,189,Jnate,7576.1,0,5.42,0.063,209.9,2.26,2.82,24.95,4.01,1.86,1,3.71,25.67,24.95,25.07,379.4,366.8,-0.119,4.392,-0.285,10.48,200,1500,0.08,78.96,35.14,0.846,1,-0.22,2.74,1,0,0.16,111115,0.498,0.002,298.1,298.8,240,1.39,3.17,40.15,35.76,25.31,3.24,0.062,0.347,2.89,0.039,16.57,0.572,10.42,364.9,0.002,
2014,2014-07-08,189,P001,2386.6,0,2.49,0.027,211.1,0.91,2.64,22.72,3.07,2.06,1,4.12,24.19,22.72,24.92,380.3,375.9,0.321,1.725,0.837,4.49,199.3,1499.4,0.11,78.88,-7.62,-0.096,1,-0.22,2.74,1,0,0.16,111115,0.648,0.001,295.9,297.3,239.9,1.85,2.77,35.15,33.42,23.46,2.9,0.027,0.136,2.76,0.017,16.65,0.562,3.75,375.1,0,
2014,2014-07-08,189,P002,13720.5,0,2.9,0.037,221.4,1.65,3.49,28.34,5.34,1.56,1,3.13,26.73,28.34,25.31,380.2,370.8,0.433,4.813,0.97,10.79,200,1500.1,0.14,78.98,9.33,0.058,0.73,-0.22,2.74,1,0,0.16,111115,0.374,0.002,301.5,299.9,240,1.61,3.87,49.01,44.2,27.53,3.69,0.036,0.38,3.31,0.023,17.49,0.597,8.4,369.6,0.001,
2014,2014-07-08,189,P003,5249.8,0,2.08,0.018,170.6,0.72,3.13,25.57,4.57,1.73,1,3.47,25.37,25.57,24.91,380.8,375.4,0.31,1.962,0.752,4.76,199.2,1499.8,0.1,78.92,-5.26,-0.056,1,-0.22,2.74,1,0,0.16,111115,0.436,0.001,298.7,298.5,240,2.05,3.29,41.67,39.71,25.47,3.27,0.018,0.155,3.11,0.011,13.46,0.455,3.08,374.6,0,
2014,2014-07-08,189,P004,6646.2,0,1.11,0.015,234.9,0.59,3.1,25.65,7.6,1.07,1,2.14,25.37,25.65,24.9,380.1,375.1,0.336,2.58,0.816,6.27,199.2,1498.7,0.14,78.93,-3.93,-0.143,0.67,-0.22,2.74,1,0,0.16,111115,0.262,0.001,298.8,298.5,239.8,3.17,3.3,41.86,39.28,25.51,3.28,0.015,0.204,3.07,0.009,18.54,0.626,4.69,374.4,0,
2014,2014-07-08,189,P005,12996.7,0,-0.09,0.003,398.4,0.15,4.23,30.16,6.39,1.33,1,2.67,27.75,30.16,26.33,380.5,380.6,0.381,0.848,0.804,1.79,199.1,1500.4,0.15,78.97,8.95,0.114,1,-0.22,2.74,1,0,0.16,111115,0.312,0,303.3,300.9,240.1,2.54,4.3,54.44,53.59,28.96,4.01,0.003,0.067,3.94,0.002,31.47,1.047,-1.14,380.7,0,
2014,2014-07-08,189,P006,9181.5,0,0.79,0.009,217.4,0.39,3.27,27.4,5.78,1.47,1,2.94,26.2,27.4,24.89,379.4,376.7,3.913,5.031,9.048,11.63,199.1,1500.4,0.12,78.95,4.46,0.096,1,-0.22,2.74,1,0,0.16,111115,0.345,0,300.5,299.4,240.1,2.4,3.66,46.41,41.38,26.8,3.54,0.009,0.397,3.14,0.006,17.16,0.577,8.77,376.3,0,
2014,2014-07-08,189,P007,8557.1,0,0.24,0.004,252.2,0.17,3.56,27.69,7.12,1.17,1,2.35,26.63,27.69,25.26,379.1,378.1,1.515,2.123,3.416,4.79,199.1,1499.8,0.1,78.95,3.26,0.072,1,-0.22,2.74,1,0,0.16,111115,0.28,0,300.8,299.8,240,3.05,3.73,47.21,45.09,27.16,3.61,0.004,0.168,3.45,0.002,19.91,0.667,2.23,377.9,0,
2014,2014-07-08,189,P008,11516.6,0,0.37,0.009,286.3,0.42,3.68,28.06,5.92,1.44,1,2.87,27.06,28.06,25.72,381.4,379.8,0.338,1.572,0.744,3.46,199.1,1499.1,0.13,78.97,8.07,0.123,0.73,-0.22,2.74,1,0,0.16,111115,0.336,0,301.2,300.2,239.9,2.45,3.81,48.23,46.66,27.56,3.7,0.009,0.124,3.58,0.005,22.61,0.754,1.09,379.6,0,
2014,2014-07-08,189,P009,10918.2,0,0.1,0.007,330,0.32,3.6,27.57,5.88,1.45,1,2.89,26.02,27.57,24.88,380.4,379.8,0.347,1.28,0.811,2.99,199.1,1500.3,0.11,78.98,5.48,0.086,1,-0.22,2.74,1,0,0.16,111115,0.338,0,300.7,299.2,240,2.42,3.7,46.88,45.6,26.8,3.54,0.007,0.101,3.44,0.004,26.06,0.869,0.56,379.7,0,
2014,2014-07-08,189,P010,247.3,0,1.88,0.016,163.5,0.6,2.96,24.79,8.64,0.84,1,1.68,24.71,24.79,24.98,380.2,371.1,-0.281,2.301,-0.706,5.8,200.9,1498.8,0.08,78.71,-2.42,2.979,0.67,-0.22,2.74,1,0,0.16,111115,0.233,0.001,297.9,297.9,239.8,3.89,3.14,39.9,37.6,24.75,3.13,0.016,0.181,2.95,0.01,12.87,0.44,4.63,369.6,0,
2014,2014-07-08,189,P011,3352.3,0,1.36,0.014,190.5,0.7,3.94,29.42,7.55,1.08,1,2.16,25.39,29.42,24.96,379.2,373.1,-0.313,2.318,-0.757,5.61,200.7,1500.4,0.21,78.75,-0.73,3.055,1,-0.22,2.74,1,0,0.16,111115,0.266,0.001,302.6,298.5,240.1,2.4,4.12,52.32,50,27.4,3.66,0.014,0.183,3.48,0.009,15,0.511,2.37,372.2,0,
2014,2014-07-08,189,P013,1175.6,0,0.1,0.004,311.5,0.22,4.03,29.16,5.89,1.44,1,2.89,25.06,29.16,24.98,379,378.5,-0.302,0.34,-0.745,0.84,200.9,1500.4,0.15,78.73,5.53,1.032,1,-0.22,2.74,1,0,0.16,111115,0.341,0,302.3,298.2,240.1,2.12,4.06,51.57,51.23,27.11,3.6,0.004,0.027,3.58,0.003,24.52,0.823,-1.84,378.4,0,
2014,2014-07-08,189,P014,4051.8,0,0.08,0.003,306.2,0.19,4.6,31.52,9.02,0.76,1,1.51,25.35,31.52,24.96,379.2,378.5,-0.311,0.538,-0.755,1.31,200.8,1501.2,0.17,78.76,4.58,1.277,1,-0.22,2.74,1,0,0.16,111115,0.223,0,304.7,298.5,240.2,3.11,4.65,59.01,58.47,28.44,3.89,0.003,0.042,3.85,0.002,24.11,0.809,-1.92,378.5,0,
2014,2014-07-08,189,P015,2192.9,0,0.2,0.003,250.7,0.19,4.41,30.78,8.95,0.77,1,1.55,25.32,30.78,24.97,379.4,378.2,-0.313,0.538,-0.76,1.31,200.8,1500.7,0.2,78.74,4.6,1.27,1,-0.22,2.74,1,0,0.16,111115,0.224,0,303.9,298.5,240.1,3.23,4.45,56.57,56.04,28.05,3.81,0.003,0.042,3.76,0.002,19.74,0.663,-1.74,378,0,
2014,2014-07-08,189,P016,8843.7,0,2.51,0.033,231.6,1.22,2.92,24.89,3.65,1.94,1,3.87,26.36,24.89,25.07,379.3,373.9,0.842,3.07,1.928,7.03,200,1500.2,0.22,78.96,37.14,0.932,1,-0.22,2.74,1,0,0.16,111115,0.547,0.001,298,299.5,240,1.83,3.16,40.01,36.94,25.62,3.3,0.032,0.242,3.06,0.02,18.28,0.619,6.43,373,0,
2014,2014-07-08,189,P017,9580.9,0,0.78,0.015,274.3,0.59,2.97,24.82,6.44,1.32,1,2.65,26.57,24.82,25.06,379.2,375.9,0.382,2.269,0.864,5.13,200,1500.7,0.16,78.97,37.98,0.929,1,-0.22,2.74,1,0,0.16,111115,0.311,0.001,298,299.7,240.1,2.95,3.14,39.82,37.56,25.69,3.31,0.015,0.179,3.13,0.01,21.66,0.73,4.23,375.5,0,
2014,2014-07-08,189,P018,6183.3,0,1.76,0.018,190.8,1.18,4.89,33.25,5.63,1.5,1,3,25.78,33.25,24.95,379.4,373.2,-0.293,3.004,-0.693,7.1,200.7,1498.9,0.17,78.76,-1.18,3.74,1,-0.22,2.74,1,0,0.16,111115,0.356,0.001,306.4,298.9,239.8,1.1,5.12,65.07,62.06,29.52,4.14,0.018,0.237,3.91,0.011,15.03,0.511,1.86,372.4,0,
2014,2014-07-08,189,P020,986.8,0,0.88,0.038,320.3,1.36,2.77,23.5,2.83,2.12,1,4.23,24.72,23.5,25.1,379.4,377.4,-0.239,1.686,-0.604,4.25,200.1,1499.2,0.28,78.92,25.05,0.614,0.96,-0.22,2.74,1,0,0.16,111115,0.706,0.001,296.6,297.9,239.9,1.61,2.91,36.82,35.13,24.11,3.01,0.038,0.133,2.88,0.024,25.28,0.849,3.58,377.2,0,
2014,2014-07-08,189,P021,6157.5,0,3.58,0.049,230.3,2.01,3.18,27.04,5.34,1.57,1,3.13,25.99,27.04,25.07,379.3,367.7,-0.17,5.159,-0.398,12.08,200,1499.2,0.17,78.98,31.82,0.912,0.93,-0.22,2.74,1,0,0.16,111115,0.375,0.002,300.2,299.1,239.9,1.51,3.59,45.41,40.25,26.51,3.48,0.049,0.407,3.07,0.03,18.19,0.626,10.47,366.2,0.001,
2014,2014-07-08,189,P022,6698.8,0,3.87,0.051,221,1.92,2.96,26.52,7.02,1.2,1,2.39,25.73,26.52,25.07,378.9,362.9,-0.162,6.521,-0.384,15.51,200,1499.7,0.11,78.97,60.05,1.066,1,-0.22,2.74,1,0,0.16,111115,0.285,0.002,299.7,298.9,240,2,3.48,44.06,37.53,26.12,3.4,0.05,0.515,2.88,0.031,17.45,0.609,14.41,360.7,0.002,
2014,2014-07-08,189,P023,5655.6,0,3.94,0.047,216.3,2.03,3.4,26.97,2.42,2.21,1,4.41,25.86,26.97,25.08,379.3,373.6,-0.192,2.254,-0.453,5.32,200,1499.6,0.14,78.98,31.98,0.768,1,-0.22,2.74,1,0,0.16,111115,0.828,0.002,300.1,299,239.9,1.1,3.57,45.24,42.99,26.42,3.46,0.046,0.178,3.28,0.029,17.08,0.579,3.69,372.4,0,
2014,2014-07-08,189,P024,4806.4,0,2.57,0.031,217,1.29,3.23,26.68,5.88,1.45,1,2.89,25.76,26.68,25.08,379.5,370.6,-0.176,3.593,-0.417,8.53,200,1500.1,0.19,78.98,30.11,0.833,1,-0.22,2.74,1,0,0.16,111115,0.34,0.001,299.8,298.9,240,2.01,3.51,44.46,40.87,26.22,3.42,0.031,0.284,3.13,0.019,17.14,0.586,6.82,369.4,0,
2014,2014-07-08,189,P025,3285.5,0,4.04,0.042,194.8,1.65,3.08,25.77,4.07,1.84,1,3.69,25.47,25.77,25.08,378.8,369.3,-0.208,3.134,-0.503,7.57,200.1,1499.3,0.08,78.96,26.88,0.718,1,-0.22,2.74,1,0,0.16,111115,0.491,0.002,298.9,298.6,239.9,1.54,3.33,42.15,39.02,25.62,3.3,0.041,0.247,3.05,0.026,15.38,0.527,6.35,367.8,0.001,
2014,2014-07-08,189,P026,3835.4,0,2.43,0.025,197.6,1.08,3.39,26.69,3.34,2,1,4.01,25.78,26.69,25.08,379.8,375.1,-0.203,1.599,-0.482,3.79,200,1499.3,0.14,78.96,27.78,0.719,1,-0.22,2.74,1,0,0.16,111115,0.6,0.001,299.8,298.9,239.9,1.58,3.51,44.5,42.9,26.23,3.42,0.025,0.126,3.29,0.015,15.6,0.527,1.93,374.3,0,
2014,2014-07-08,189,P027,1866.1,0,4.01,0.055,229,1.77,2.54,23.96,6.67,1.27,1,2.55,24.86,23.96,25.09,379.2,363.7,-0.236,5.629,-0.591,14.09,200.1,1499.8,0.23,78.93,24.73,0.764,0.93,-0.22,2.74,1,0,0.16,111115,0.3,0.002,297.1,298,240,2.24,2.99,37.84,32.21,24.41,3.07,0.054,0.444,2.62,0.034,18.08,0.63,14.82,361.6,0.002,
2014,2014-07-08,189,P028,2238.2,0,3.8,0.039,195.9,1.4,2.82,24.18,4.17,1.82,1,3.64,24.97,24.18,25.09,378.9,369.9,-0.232,2.681,-0.578,6.67,200.1,1499.9,0.2,78.94,25.17,0.7,0.97,-0.22,2.74,1,0,0.16,111115,0.48,0.001,297.3,298.1,240,1.78,3.03,38.34,35.66,24.57,3.1,0.039,0.212,2.89,0.024,15.47,0.53,6.05,368.5,0.001,
2014,2014-07-08,189,P029,1199.9,0,3.04,0.026,169.3,1.04,3.05,25.25,4.64,1.72,1,3.44,25.2,25.25,25.08,379.5,371.6,-0.093,2.298,-0.229,5.63,200.8,1498.9,0.16,78.8,23.44,0.145,1,-0.22,2.74,1,0,0.16,111115,0.433,0.001,298.4,298.4,239.8,1.94,3.23,40.95,38.65,25.22,3.22,0.026,0.181,3.04,0.016,13.34,0.456,4.26,370.4,0,
2014,2014-07-08,189,P030,2193.9,0,2,0.022,207.7,0.9,3.22,25.8,3.57,1.95,1,3.91,25.35,25.8,25.08,379,374.9,-0.103,1.5,-0.249,3.64,200.7,1498.9,0.15,78.83,24.9,0.157,1,-0.22,2.74,1,0,0.16,111115,0.563,0.001,299,298.5,239.8,1.74,3.34,42.31,40.81,25.58,3.29,0.022,0.118,3.17,0.014,16.37,0.554,1.93,374.2,0,
2014,2014-07-08,189,P031,3738.1,0,2.89,0.031,206.6,1.29,3.22,26.02,3.33,2.01,1,4.01,25.36,26.02,25.08,381.2,375.6,-0.113,2.022,-0.274,4.91,200.7,1499.7,0.11,78.83,24.95,0.159,1,-0.22,2.74,1,0,0.16,111115,0.603,0.001,299.2,298.5,239.9,1.53,3.38,42.86,40.84,25.69,3.31,0.031,0.159,3.15,0.019,16.28,0.55,3.28,374.6,0,
2014,2014-07-08,189,P032,8873.8,0,3.44,0.037,194,1.51,3.2,27.3,7.6,1.07,1,2.14,25.65,27.3,25.06,378.9,363.8,-0.11,5.582,-0.262,13.32,200.7,1501,0.22,78.86,24.9,0.205,1,-0.22,2.74,1,0,0.16,111115,0.264,0.002,300.5,298.8,240.2,2.32,3.64,46.2,40.62,26.48,3.47,0.036,0.44,3.03,0.023,15.3,0.533,11.28,361.7,0.001,
2014,2014-08-05,217,J101,11942.7,0,10.84,0.155,230.4,5.45,2.8,25.95,2.68,2.15,1,4.3,25.51,25.95,24.96,380,362.8,-0.104,7.15,-0.251,17.21,199.8,1500.1,0.17,78.91,15.88,0.997,1,-0.22,2.74,1,0,0.16,111115,0.746,0.005,299.1,298.7,240,-0.04,3.36,42.64,35.49,25.73,3.32,0.15,0.564,2.76,0.094,18.18,0.635,17.62,359.4,0.005,
2014,2014-08-05,217,J102,11518.6,0,8.03,0.101,212.9,3.74,2.93,26.56,3.88,1.89,1,3.77,25.71,26.56,24.95,379,360.8,-0.11,7.09,-0.262,16.86,199.8,1500,0.11,78.91,15.54,0.994,1,-0.22,2.74,1,0,0.16,111115,0.515,0.004,299.7,298.9,240,0.6,3.49,44.19,37.1,26.13,3.4,0.098,0.559,2.84,0.062,16.8,0.59,16.08,357.9,0.004,
2014,2014-08-05,217,J103,2585.4,0,7.48,0.116,239.9,3.74,2.57,24.67,3.88,1.89,1,3.77,25.06,24.67,24.97,379.4,362.3,-0.274,6.931,-0.678,17.14,199.9,1499.8,0.19,78.89,-5.58,0.549,1,-0.22,2.74,1,0,0.16,111115,0.516,0.004,297.8,298.2,240,0.73,3.12,39.53,32.6,24.87,3.15,0.112,0.547,2.61,0.07,18.92,0.662,18.08,359.6,0.004,
2014,2014-08-05,217,J104,3106.8,0,8.27,0.105,214.7,3.42,2.59,24.7,4.18,1.82,1,3.64,25.01,24.7,24.97,379.3,359.4,-0.283,6.813,-0.702,16.89,199.9,1501,0.12,78.89,5.72,0.667,1,-0.22,2.74,1,0,0.16,111115,0.478,0.003,297.9,298.2,240.2,0.89,3.12,39.6,32.79,24.86,3.15,0.102,0.538,2.62,0.064,16.94,0.597,17.61,356.4,0.004,
2014,2014-08-05,217,J105,4341.9,0,10.25,0.15,224.1,4.5,2.41,25.07,4.58,1.73,1,3.46,25.13,25.07,24.97,379.1,352,-0.268,9.931,-0.66,24.45,199.9,1499.4,0.19,78.89,5.88,0.764,1,-0.22,2.74,1,0,0.16,111115,0.437,0.004,298.2,298.3,239.9,0.42,3.19,40.46,30.53,25.1,3.2,0.144,0.784,2.41,0.09,17.68,0.637,25.8,348,0.008,
2014,2014-08-05,217,J106,5824.7,0,7.4,0.115,236.9,3.67,2.54,25.24,4.88,1.67,1,3.33,25.22,25.24,24.97,379.9,358.7,-0.26,8.632,-0.636,21.14,199.8,1501.3,0.18,78.9,7.55,0.807,1,-0.22,2.74,1,0,0.16,111115,0.41,0.004,298.4,298.4,240.2,0.8,3.23,40.89,32.25,25.23,3.22,0.111,0.681,2.54,0.07,18.69,0.661,21.81,355.7,0.005,
2014,2014-08-05,217,J107,6492.4,0,10.35,0.218,264.6,7.11,2.63,26.21,2.88,2.11,1,4.21,25.49,26.21,24.96,379.6,361,-0.203,9.932,-0.488,23.94,199.8,1500.2,0.22,78.9,7.62,0.902,0.9,-0.22,2.74,1,0,0.16,111115,0.694,0.007,299.4,298.6,240,-0.68,3.42,43.31,33.38,25.85,3.34,0.207,0.784,2.56,0.13,20.88,0.733,24.72,357.7,0.007,
2014,2014-08-05,217,J108,9896.5,0,5.56,0.079,229.4,3.01,3,26.98,4.98,1.64,1,3.29,25.86,26.98,24.96,379.5,362.9,-0.126,7.31,-0.296,17.24,199.8,1499,0.25,78.92,15.55,1.002,1,-0.22,2.74,1,0,0.16,111115,0.401,0.003,300.1,299,239.8,0.98,3.58,45.31,38,26.42,3.46,0.077,0.577,2.88,0.048,18.1,0.632,15.88,360.6,0.002,
2014,2014-08-05,217,J110,8235.8,0,9.4,0.116,210.1,3.99,2.73,25.84,3.58,1.95,1,3.9,25.46,25.84,24.95,378.5,359.1,0.696,7.791,1.682,18.82,199.8,1501.3,0.09,78.91,14.97,1.017,1,-0.22,2.74,1,0,0.16,111115,0.558,0.004,299,298.6,240.2,0.53,3.34,42.35,34.56,25.65,3.3,0.113,0.615,2.69,0.071,16.58,0.585,18.72,355.9,0.005,
2014,2014-08-05,217,J111,12108,0,7.53,0.152,270.6,5.09,2.67,24.83,2.18,2.26,1,4.52,25.83,24.83,24.89,379.8,369.5,0.551,6.063,1.304,14.35,199.9,1501.2,0.1,79.1,-4.28,0.105,1,-0.22,2.74,1,0,0.16,111115,0.918,0.005,298,299,240.2,0.21,3.15,39.79,33.72,25.33,3.24,0.148,0.48,2.76,0.093,21.41,0.732,16.08,367.3,0.003,
2014,2014-08-05,217,J112,7936.2,0,5.75,0.078,230.5,2.74,2.75,25.12,3.88,1.89,1,3.77,25.2,25.12,24.91,380,367,0.396,5.67,0.972,13.93,200.1,1501,0.21,79.07,-5.64,0.008,1,-0.22,2.74,1,0,0.16,111115,0.516,0.003,298.3,298.3,240.2,1.11,3.2,40.51,34.84,25.16,3.21,0.077,0.448,2.76,0.048,18.23,0.628,13.76,364.9,0.002,
2014,2014-08-05,217,J113,8515,0,8.47,0.138,239.2,4.05,2.36,25,4.98,1.64,1,3.29,25.15,25,24.91,380.1,355.5,0.396,10.371,0.976,25.56,200.1,1499.8,0.17,79.07,-5.11,0.006,1,-0.22,2.74,1,0,0.16,111115,0.402,0.004,298.1,298.3,240,0.66,3.18,40.21,29.84,25.07,3.19,0.132,0.82,2.37,0.083,18.91,0.673,26.93,352,0.006,
2014,2014-08-05,217,J114,10809.7,0,11.26,0.193,244.4,7.01,2.92,27.65,2.78,2.13,1,4.25,26.15,27.65,24.89,379,359.9,0.454,10.089,1.054,23.43,200,1499.1,0.09,79.09,-3.69,0.065,1,-0.22,2.74,1,0,0.16,111115,0.72,0.007,300.8,299.3,239.9,-0.71,3.72,47.02,36.93,26.9,3.56,0.184,0.798,2.76,0.116,19.33,0.679,22.65,356.3,0.007,
2014,2014-08-05,217,J115,11429.5,0,6.35,0.12,249.3,3.2,2.17,24.72,7.38,1.12,1,2.23,26.25,24.72,24.9,379.1,351.5,0.486,12.14,1.123,28.04,200,1499.8,0.12,79.09,-3.29,0.06,0.97,-0.22,2.74,1,0,0.16,111115,0.271,0.003,297.9,299.4,240,1.69,3.13,39.54,27.4,25.48,3.27,0.114,0.96,2.31,0.072,19.72,0.709,32.49,347.7,0.006,
2014,2014-08-05,217,J116,13085.1,0,6.13,0.091,230.9,3.19,2.78,27.11,5.98,1.42,1,2.85,25.85,27.11,24.89,380,358.3,0.981,10.428,2.319,24.66,199.9,1499.9,0.12,79.1,-4.06,0.088,1,-0.22,2.74,1,0,0.16,111115,0.334,0.003,300.3,299,240,1,3.6,45.55,35.12,26.48,3.47,0.088,0.825,2.65,0.055,18.26,0.644,23.14,355.4,0.004,
