Year,Date,DOY,Tree_ID,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Notes
2012,2012-04-04,95,J101,3835.4,0,8.38,0.088,204.3,1.98,1.76,17.99,2.33,2.23,1,4.45,23.12,17.99,24.9,379.5,369,1.734,4.027,4.762,11.06,200.7,1498.8,0.21,78,-1.74,0.068,1,-0.22,2.74,1,0,0.16,111115,0.86,0.002,291.1,296.3,239.8,1.67,2.07,26.53,22.51,20.55,2.43,0.087,0.314,2.11,0.054,15.93,0.554,15.54,366.4,0.004,
2012,2012-04-04,95,J102,4648.5,0,6.21,0.055,178.8,1.24,1.77,17.68,1.92,2.31,1,4.63,23.17,17.68,24.95,379.2,372.8,2.165,3.352,5.93,9.18,200.8,1500.4,0.13,78.01,-2.19,0.069,1,-0.22,2.74,1,0,0.16,111115,1.044,0.001,290.8,296.3,240.1,1.89,2.03,26.03,22.67,20.43,2.41,0.054,0.261,2.15,0.034,13.95,0.48,12.61,371,0.002,
2012,2012-04-04,95,J103,208.7,0,4.55,0.054,215.4,1.42,2.05,20.24,1.95,1.42,1,2.84,23.63,20.24,24.99,379.4,364.2,0.035,4.286,0.093,11.41,200,1500.2,1945.18,77.99,-0.84,0.099,0.87,-0.22,2.74,1,0,0.16,111115,0.333,0.001,293.4,296.8,240,2.56,2.38,30.53,26.25,21.94,2.64,0.053,0.334,2.31,0.033,16.8,0.592,14.16,362,0.002,
2012,2012-04-04,95,J104,6631.3,0,9.27,0.117,221.7,3.14,2.12,20.86,2.9,2.1,1,4.2,23.78,20.86,24.98,379.8,364.7,0.02,4.536,0.054,11.97,200.9,1499.1,1943.81,78.01,-0.7,0.1,1,-0.22,2.74,1,0,0.16,111115,0.693,0.003,294,296.9,239.9,1.12,2.47,31.72,27.18,22.32,2.71,0.114,0.354,2.35,0.071,17.3,0.608,15.08,361.8,0.004,
2012,2012-04-04,95,J105,4870.5,0,7.09,0.076,202.5,2.11,2.17,20.56,3.22,2.03,1,4.06,23.7,20.56,24.98,379.5,366.9,0.014,3.383,0.038,8.97,200.9,1501,1260.08,78.03,-0.93,0.123,1,-0.22,2.74,1,0,0.16,111115,0.623,0.002,293.7,296.8,240.2,1.58,2.43,31.14,27.76,22.13,2.67,0.075,0.264,2.41,0.047,15.8,0.552,10.96,364.6,0.002,
2012,2012-04-04,95,J106,5841.6,0,8.43,0.11,226.4,2.99,2.13,21.04,3.23,2.03,1,4.05,23.89,21.04,24.98,379.7,364.4,0.014,4.796,0.038,12.58,200.9,1499.1,1941.44,78.02,-0.83,0.098,1,-0.22,2.74,1,0,0.16,111115,0.621,0.003,294.2,297,239.9,1.22,2.5,32.07,27.27,22.46,2.73,0.107,0.374,2.36,0.067,17.66,0.621,15.66,361.6,0.004,
2012,2012-04-04,95,J107,2386.7,0,10.58,0.151,238.4,4.31,2.26,21.58,1.91,2.32,1,4.64,23.97,21.58,24.98,379.4,367.8,0.111,4.206,0.29,10.99,200,1499.7,1940.49,78.13,1.14,0.109,1,-0.22,2.74,1,0,0.16,111115,1.047,0.004,294.7,297.1,240,0.59,2.59,33.1,28.9,22.77,2.78,0.146,0.329,2.45,0.092,18.63,0.648,13.85,364.8,0.004,
2012,2012-04-04,95,J108,8674,0,8.54,0.084,188.3,2.26,2.11,20.17,2.9,2.1,1,4.2,23.96,20.17,25.1,379.9,366.4,0.086,3.338,0.225,8.72,200.8,1500.7,0.17,78.04,0.08,0.031,1,-0.22,2.74,1,0,0.16,111115,0.693,0.002,293.3,297.1,240.1,1.53,2.37,30.39,27.06,22.07,2.66,0.082,0.26,2.4,0.051,14.69,0.514,11.22,363.7,0.003,
2012,2012-04-04,95,J109,5940.3,0,3.81,0.039,200.7,1.37,2.69,23.63,2.94,2.09,1,4.18,24.57,23.63,24.98,379.6,373.3,1.042,3.05,2.629,7.69,199.9,1499.8,1927.84,78.15,1.66,0.16,1,-0.22,2.74,1,0,0.16,111115,0.679,0.001,296.8,297.7,240,1.6,2.93,37.49,34.44,24.1,3.01,0.039,0.238,2.78,0.024,15.68,0.538,7.11,372.1,0.001,
2012,2012-04-04,95,J110,3046.7,0,6.18,0.051,164.3,1.55,2.34,21,2.28,2.24,1,4.47,23.84,21,24.99,379.7,372,0.201,1.959,0.529,5.16,200,1499.3,1944.97,78.14,0.98,0.134,0.93,-0.22,2.74,1,0,0.16,111115,0.878,0.002,294.2,297,239.9,1.61,2.5,31.94,29.98,22.42,2.72,0.051,0.153,2.57,0.032,12.84,0.442,5.6,370.1,0.001,
2012,2012-04-04,95,J111,2063.3,0,7.19,0.094,223.5,2.86,2.4,22.91,3.77,1.91,1,3.82,24.17,22.91,24.92,379.1,363.6,-0.158,5.204,-0.408,13.46,200.1,1500.1,0.09,78.25,4.68,-0.071,0.9,-0.22,2.74,1,0,0.16,111115,0.53,0.003,296.1,297.3,240,1.17,2.8,35.83,30.63,23.54,2.91,0.091,0.407,2.51,0.057,17.49,0.615,14.82,361.1,0.003,
2012,2012-04-04,95,J112,1802.6,0,9.74,0.105,203.6,2.96,2.21,20.78,2.19,2.26,1,4.51,23.62,20.78,24.99,379.8,368,0.019,3.246,0.05,8.65,200,1500.5,1942.65,78.06,-1.65,0.094,1,-0.22,2.74,1,0,0.16,111115,0.914,0.003,293.9,296.8,240.1,1.11,2.46,31.54,28.3,22.2,2.69,0.103,0.253,2.43,0.064,15.89,0.553,10.78,365.1,0.003,
2012,2012-04-04,95,J113,2555.7,0,7.92,0.076,185.5,2.12,2.17,20.49,3.01,2.08,1,4.15,23.64,20.49,24.99,379.7,366.6,0.011,3.192,0.028,8.5,200,1500.9,1942.82,78.07,-1.49,0.094,0.93,-0.22,2.74,1,0,0.16,111115,0.664,0.002,293.6,296.8,240.1,1.54,2.42,30.99,27.79,22.07,2.66,0.075,0.249,2.42,0.047,14.48,0.506,10.39,364,0.002,
2012,2012-04-04,95,J114,3151,0,5.8,0.068,219.6,2.05,2.35,21.39,2.53,2.18,1,4.36,23.9,21.39,24.99,381,372.7,0.01,2.596,0.025,6.81,200,1499.1,1942.64,78.08,-1.5,0.101,1,-0.22,2.74,1,0,0.16,111115,0.791,0.002,294.5,297,239.9,1.44,2.56,32.75,30.15,22.65,2.76,0.067,0.203,2.56,0.042,17.15,0.589,7.71,370.9,0.001,
2012,2012-04-04,95,J115,4084.7,0,7.06,0.071,188.9,2.16,2.37,22.31,3.92,1.88,1,3.75,24.06,22.31,24.99,380.2,364.8,0.008,4.219,0.02,10.96,200,1500.5,1941.33,78.1,-1.26,0.096,1,-0.22,2.74,1,0,0.16,111115,0.51,0.002,295.5,297.2,240.1,1.53,2.7,34.63,30.41,23.19,2.85,0.07,0.33,2.52,0.044,14.76,0.518,12.11,362.2,0.002,
2012,2012-04-04,95,J116,1377.8,0,6.5,0.069,196.4,2.09,2.36,22.43,4.54,1.74,1,3.48,24.05,22.43,24.93,379.2,362.7,-0.097,4.629,-0.253,12.05,200.2,1498.9,0.11,78.24,4.58,-0.06,1,-0.22,2.74,1,0,0.16,111115,0.441,0.002,295.6,297.2,239.8,1.65,2.72,34.82,30.19,23.24,2.86,0.068,0.362,2.5,0.043,15.37,0.541,13.27,360.2,0.002,
2012,2012-04-04,95,J117,5837.5,0,8.8,0.094,197.3,2.73,2.29,21.76,3.08,2.06,1,4.12,24.07,21.76,25.1,379.3,364.2,-0.081,4.118,-0.21,10.7,199.9,1500.1,0.18,78.17,2.63,-0.042,1,-0.22,2.74,1,0,0.16,111115,0.649,0.003,294.9,297.2,240,1.24,2.62,33.46,29.34,22.92,2.81,0.091,0.322,2.48,0.057,15.43,0.542,12.61,361.3,0.003,
2012,2012-04-04,95,J118,5215.3,0,8.42,0.09,193,2.5,2.19,21.85,4.57,1.73,1,3.47,24.29,21.85,25.1,380.3,359,-0.077,5.613,-0.197,14.39,199.9,1499.9,0.17,78.17,1.77,-0.07,1,-0.22,2.74,1,0,0.16,111115,0.437,0.003,295,297.4,240,1.57,2.63,33.63,28.02,23.07,2.83,0.088,0.439,2.39,0.055,15.09,0.538,17.17,355.7,0.004,
2012,2012-04-04,95,J119,3896.9,0,9.95,0.16,237.1,3.89,1.95,22.14,4.83,1.68,1,3.35,24.39,22.14,25.09,380.3,352.9,-0.082,9.247,-0.209,23.57,199.8,1499.7,0.17,78.16,3.73,-0.102,0.97,-0.22,2.74,1,0,0.16,111115,0.414,0.004,295.3,297.5,240,0.96,2.68,34.24,25,23.27,2.87,0.152,0.723,2.14,0.096,18.53,0.672,28.77,348.9,0.008,
2012,2012-04-04,95,J120,3556.7,0,7.33,0.067,176.6,2.23,2.6,22.91,2.49,2.19,1,4.38,24.19,22.91,24.91,379.6,369.4,-0.16,2.601,-0.413,6.72,200.1,1501,0.11,78.29,4.04,-0.012,0.9,-0.22,2.74,1,0,0.16,111115,0.805,0.002,296.1,297.3,240.2,1.26,2.8,35.82,33.22,23.55,2.91,0.066,0.204,2.71,0.041,13.83,0.478,6.86,367.2,0.001,
2012,2012-04-04,95,J121,7385.1,0,4.31,0.037,172.5,1.04,2.17,19.71,3.32,2.01,1,4.02,22.8,19.71,24.7,379.5,371.7,-0.058,1.664,-0.164,4.67,200.2,1490.9,0.09,78.17,-0.99,-0.001,1,-0.22,2.74,1,0,0.16,111115,0.604,0.001,292.9,296,238.5,1.99,2.3,29.48,27.82,21.25,2.54,0.037,0.13,2.41,0.023,13.48,0.464,5.03,370.2,0.001,
2012,2012-04-04,95,J122,5130.5,0,5.76,0.068,213.4,2.16,2.48,23,4.2,1.81,1,3.63,24.1,23,24.91,379.7,365.9,-0.172,4.347,-0.446,11.3,200.1,1501,0.08,78.3,3.65,-0.044,1,-0.22,2.74,1,0,0.16,111115,0.476,0.002,296.1,297.2,240.2,1.51,2.82,36.01,31.66,23.55,2.91,0.067,0.34,2.57,0.042,16.71,0.583,11.91,363.8,0.002,
2012,2012-04-04,95,J123,1127.1,0,7.91,0.097,219,2.92,2.35,22.54,3.16,2.04,1,4.09,24.36,22.54,25.09,379.8,365.7,0.495,5.062,1.262,12.92,200.8,1499.9,0.13,78.09,-0.61,-0.011,1,-0.22,2.74,1,0,0.16,111115,0.636,0.003,295.7,297.5,240,1.13,2.74,35.11,30.05,23.45,2.9,0.095,0.395,2.5,0.06,17.1,0.599,14.7,363.1,0.003,
2012,2012-04-04,95,J124,3714.4,0,6.32,0.084,223.2,2.21,2.07,22.9,5.78,1.47,1,2.94,24.55,22.9,25.08,379.8,359.3,3.027,9.341,7.64,23.58,200.8,1500.2,0.16,78.13,-0.61,-0.011,1,-0.22,2.74,1,0,0.16,111115,0.347,0.002,296.1,297.7,240,1.86,2.8,35.88,26.54,23.73,2.95,0.082,0.73,2.22,0.051,17.44,0.621,26.42,356.4,0.005,
2012,2012-04-04,95,J125,3348.5,0,7.1,0.102,237.6,2.75,2.12,22.21,3.76,1.91,1,3.82,24.36,22.21,25.09,380.2,365,2.141,7.254,5.465,18.52,200.8,1500.9,0.15,78.12,-0.61,-0.011,0.87,-0.22,2.74,1,0,0.16,111115,0.534,0.003,295.4,297.5,240.1,1.31,2.69,34.41,27.15,23.29,2.87,0.099,0.567,2.3,0.062,18.56,0.651,21.49,362.5,0.004,
2012,2012-04-04,95,J126,406.7,0,5.01,0.047,187.1,1.44,2.36,21.24,3.1,2.06,1,4.11,23.65,21.24,24.92,380.2,371.6,-0.042,2.198,-0.111,5.86,199.3,1500.5,0.07,78.2,1.65,-0.034,0.9,-0.22,2.74,1,0,0.16,111115,0.642,0.001,294.4,296.8,240.1,1.74,2.53,32.39,30.19,22.44,2.73,0.047,0.172,2.55,0.029,14.63,0.503,6.23,369.9,0.001,
2012,2012-04-04,95,J127,2056.5,0,8.63,0.09,191.4,2.69,2.35,22.51,3.64,1.94,1,3.87,24.07,22.51,24.91,379.8,362.3,0.021,4.909,0.055,12.77,199.3,1500.1,0.11,78.22,2.1,-0.049,1,-0.22,2.74,1,0,0.16,111115,0.547,0.003,295.7,297.2,240,1.26,2.74,34.99,30.08,23.29,2.87,0.087,0.384,2.49,0.055,14.97,0.528,14.26,359.3,0.003,
2012,2012-04-04,95,J128,2854.7,0,4.94,0.049,194.7,1.54,2.45,21.86,2.83,2.12,1,4.23,23.68,21.86,24.92,380.1,372.3,0.107,2.298,0.286,6.12,199.2,1499.5,0.12,78.23,1.36,0.031,0.93,-0.22,2.74,1,0,0.16,111115,0.703,0.002,295,296.8,239.9,1.6,2.63,33.62,31.33,22.77,2.78,0.048,0.18,2.6,0.03,15.23,0.523,6.21,370.7,0.001,
2012,2012-04-04,95,J129,1407,0,7.33,0.085,201.4,2.31,2.16,22.1,5.73,1.48,1,2.96,23.76,22.1,24.92,379.2,355.8,-0.036,6.58,-0.096,17.44,199.3,1498.9,0.13,78.21,1.85,-0.114,0.87,-0.22,2.74,1,0,0.16,111115,0.348,0.002,295.3,296.9,239.8,1.79,2.67,34.13,27.56,22.93,2.81,0.082,0.515,2.29,0.052,15.75,0.566,19.89,352.4,0.004,
2012,2012-04-04,95,J130,2659.4,0,5.55,0.072,225.2,1.99,2.16,22.12,5.09,1.62,1,3.24,24.31,22.12,25.1,379.9,364,1.585,6.591,4.058,16.88,200.8,1501.2,0.25,78.11,-0.61,-0.011,1,-0.22,2.74,1,0,0.16,111115,0.394,0.002,295.3,297.5,240.2,1.88,2.67,34.21,27.62,23.21,2.86,0.07,0.515,2.34,0.044,17.59,0.619,19.38,361.7,0.003,
2012,2012-04-04,95,J131,4306.6,0,9.28,0.108,205.9,3.04,2.22,22.26,3.99,1.86,1,3.72,23.97,22.26,24.91,380.2,359.5,0.063,6.11,0.165,15.99,199.3,1500.1,0.13,78.24,1.52,-0.064,0.77,-0.22,2.74,1,0,0.16,111115,0.5,0.003,295.4,297.1,240,1.17,2.7,34.45,28.34,23.11,2.84,0.105,0.478,2.36,0.066,16.11,0.573,18.41,356.1,0.005,
2012,2012-04-04,95,Jnate,2913.4,0,8.52,0.107,218.9,3.2,2.36,22.68,3.39,1.99,1,3.99,23.99,22.68,24.91,380,363.6,-0.178,5.214,-0.465,13.63,200.1,1500.2,0.09,78.26,4.34,-0.101,0.97,-0.22,2.74,1,0,0.16,111115,0.591,0.003,295.8,297.1,240,1,2.77,35.34,30.13,23.34,2.88,0.104,0.408,2.47,0.065,17.13,0.602,15.26,360.7,0.004,
2012,2012-04-04,95,P001,582.6,0,8.36,0.086,196,1.87,1.7,17.04,3.39,1.99,1,3.99,22.59,17.04,24.76,378.7,363.5,0.023,3.169,0.064,8.99,201,1499.9,1305.71,78,-0.08,0.124,1,-0.22,2.74,1,0,0.16,111115,0.593,0.002,290.2,295.7,240,1.92,1.95,25,21.83,19.81,2.32,0.085,0.247,2.07,0.053,15.29,0.539,13.31,360.6,0.003,
2012,2012-04-04,95,P002,3067.3,0,9.48,0.081,162.7,1.64,1.59,16.62,3.42,1.99,1,3.97,22.16,16.62,23.99,379.1,362,1.114,3.902,3.241,11.36,200.7,1499.6,0.12,78.02,-1.82,0.059,1,-0.22,2.74,1,0,0.16,111115,0.588,0.002,289.8,295.3,239.9,2.02,1.9,24.33,20.42,19.39,2.26,0.079,0.304,1.96,0.05,12.69,0.449,16.54,358.8,0.004,
2012,2012-04-04,95,P003,3271.1,0,2.44,0.023,192.3,0.68,2.27,20.01,3.06,2.07,1,4.13,23.47,20.01,24.99,379.1,374.9,0.005,1.042,0.014,2.8,200.9,1500.3,1945.91,78.01,-0.8,0.122,1,-0.22,2.74,1,0,0.16,111115,0.657,0.001,293.2,296.6,240.1,2.12,2.35,30.1,29.06,21.74,2.61,0.023,0.081,2.53,0.014,15,0.513,2.48,374.1,0,
2012,2012-04-04,95,P004,10090.4,0,4.02,0.046,210.7,1.17,2,19.77,6.67,1.27,1,2.55,23.88,19.77,25.1,380.8,366,0.161,4.019,0.423,10.54,200.8,1501.1,0.19,78.03,-0.12,-0.021,1,-0.22,2.74,1,0,0.16,111115,0.301,0.001,292.9,297,240.2,3.07,2.31,29.64,25.62,21.82,2.63,0.045,0.314,2.31,0.028,16.44,0.576,13.63,363.9,0.002,
2012,2012-04-04,95,P005,7503.5,0,3.58,0.027,143.2,0.76,2.18,20.14,6.29,1.36,1,2.71,23.87,20.14,25.1,379.4,367.3,0.069,2.455,0.182,6.44,200.8,1500.4,0.16,78.03,-0.36,0.056,0.93,-0.22,2.74,1,0,0.16,111115,0.319,0.001,293.3,297,240.1,3.08,2.37,30.33,27.88,22.01,2.65,0.027,0.192,2.46,0.017,11.18,0.39,7.49,365.5,0.001,
2012,2012-04-04,95,P006,8176.4,0,7.04,0.061,167,1.54,1.96,19.21,4.39,1.77,1,3.55,23.92,19.21,25.1,380.5,363.9,0.108,3.473,0.283,9.09,200.8,1499.8,0.16,78.03,0.06,0.044,0.9,-0.22,2.74,1,0,0.16,111115,0.457,0.002,292.4,297.1,240,2.2,2.23,28.63,25.16,21.56,2.58,0.06,0.271,2.31,0.038,13.03,0.459,12.22,361.2,0.002,
2012,2012-04-04,95,P007,1787.5,0,5.66,0.051,175.5,1.61,2.44,22.04,3.35,2,1,4,24.02,22.04,24.98,379.7,369.2,0.058,2.755,0.15,7.18,200,1499.5,1939.31,78.13,1.1,0.125,1,-0.22,2.74,1,0,0.16,111115,0.596,0.002,295.2,297.2,239.9,1.68,2.66,34.04,31.29,23.03,2.82,0.051,0.215,2.61,0.032,13.71,0.475,7.55,367.3,0.001,
2012,2012-04-04,95,P008,9254.7,0,6.17,0.08,215.5,1.77,1.76,19.69,7.77,1.03,1,2.06,23.98,19.69,25.1,379.8,353.5,0.082,6.889,0.214,17.97,200.8,1500.1,0.18,78.04,0.36,-0.024,0.83,-0.22,2.74,1,0,0.16,111115,0.258,0.002,292.8,297.1,240,3.28,2.3,29.49,22.6,21.84,2.63,0.077,0.538,2.09,0.048,16.82,0.61,24.85,349.5,0.004,
2012,2012-04-04,95,P009,5365.5,0,8.34,0.084,182.8,2.46,2.29,22.8,4.56,1.74,1,3.47,24.4,22.8,24.98,378.7,357.7,0.751,6.317,1.913,16.09,200,1500.4,1932.72,78.15,1.93,0.103,0.93,-0.22,2.74,1,0,0.16,111115,0.439,0.002,295.9,297.6,240.1,1.49,2.79,35.64,29.33,23.6,2.92,0.082,0.494,2.43,0.051,14.29,0.511,17.95,354.5,0.004,
2012,2012-04-04,95,P010,4541.6,0,7.19,0.074,191.4,2.22,2.33,22.44,4.22,1.81,1,3.62,24.29,22.44,24.98,379,362.1,0.463,5.119,1.187,13.12,200,1500.1,1939.64,78.15,1.99,0.124,1,-0.22,2.74,1,0,0.16,111115,0.473,0.002,295.6,297.4,240,1.57,2.73,34.88,29.76,23.37,2.88,0.073,0.4,2.48,0.046,14.96,0.529,14.69,359.5,0.003,
2012,2012-04-04,95,P011,3906.7,0,5.93,0.049,160.6,1.52,2.4,21.81,3.29,2.02,1,4.03,24.05,21.81,24.99,379.2,368.5,0.3,2.801,0.779,7.28,200,1498.9,1941.01,78.14,0.96,0.132,1,-0.22,2.74,1,0,0.16,111115,0.608,0.002,295,297.2,239.8,1.72,2.62,33.56,30.76,22.93,2.81,0.049,0.219,2.59,0.03,12.55,0.436,7.78,366.5,0.001,
2012,2012-04-04,95,P012,184.9,0,5.32,0.04,135.5,1.09,2.13,20.24,5.91,1.44,1,2.88,23.54,20.24,24.99,380.4,363.5,0.017,3.223,0.046,8.64,200,1499.8,1945.7,78.05,-1.63,0.112,1,-0.22,2.74,1,0,0.16,111115,0.338,0.001,293.4,296.7,240,2.69,2.38,30.52,27.3,21.89,2.64,0.039,0.252,2.38,0.025,10.58,0.373,10.26,361,0.002,
2012,2012-04-04,95,P013,1606.7,0,6.65,0.076,209.6,2.31,2.37,22.35,3.84,1.89,1,3.79,24.42,22.35,25.1,380.5,366.1,-0.066,4.342,-0.168,11.05,199.8,1499.4,0.11,78.15,3,-0.026,1,-0.22,2.74,1,0,0.16,111115,0.521,0.002,295.5,297.6,239.9,1.49,2.71,34.68,30.34,23.39,2.89,0.074,0.339,2.55,0.047,16.38,0.572,12.53,363.7,0.002,
2012,2012-04-04,95,P014,1068.1,0,3.54,0.027,145.3,0.79,2.28,20.56,4.87,1.67,1,3.34,23.53,20.56,24.99,379.5,370.2,0.017,1.937,0.045,5.19,200,1500.7,1941.75,78.06,-1.81,0.105,1,-0.22,2.74,1,0,0.16,111115,0.411,0.001,293.7,296.7,240.1,2.46,2.43,31.12,29.18,22.04,2.66,0.027,0.151,2.51,0.017,11.34,0.393,5.41,368.7,0.001,
2012,2012-04-04,95,P015,2468.8,0,6.21,0.051,154.1,1.57,2.38,22.16,4.94,1.65,1,3.3,24.23,22.16,25.09,379.8,363,-0.075,3.795,-0.193,9.77,199.9,1499.6,0.21,78.15,3.45,-0.051,1,-0.22,2.74,1,0,0.16,111115,0.404,0.002,295.3,297.4,239.9,2.02,2.68,34.28,30.48,23.19,2.85,0.051,0.297,2.56,0.032,12.04,0.424,10.73,360.5,0.002,
2012,2012-04-04,95,P016,3227.9,0,7.94,0.078,177.8,2.26,2.28,22.52,5.22,1.59,1,3.18,24.36,22.52,25.09,380.2,357.3,-0.073,5.811,-0.186,14.84,199.9,1500,0.19,78.17,2.59,-0.064,1,-0.22,2.74,1,0,0.16,111115,0.383,0.002,295.7,297.5,240,1.73,2.74,35.04,29.23,23.44,2.9,0.076,0.454,2.44,0.048,13.9,0.498,16.87,354,0.004,
2012,2012-04-04,95,P017,4664.8,0,4.22,0.049,213.1,1.43,2.25,21.66,6.34,1.35,1,2.69,24.09,21.66,25.09,380.3,365.2,-0.079,4.428,-0.206,11.49,199.9,1501.2,0.21,78.17,2.34,-0.066,1,-0.22,2.74,1,0,0.16,111115,0.315,0.001,294.8,297.2,240.2,2.55,2.6,33.25,28.82,22.88,2.8,0.049,0.346,2.45,0.03,16.66,0.584,13.25,363.1,0.002,
2012,2012-04-04,95,P018,4953.8,0,7.33,0.061,158.2,1.81,2.31,21.5,3.74,1.92,1,3.83,23.99,21.5,24.99,380.3,365.4,0.029,3.399,0.074,8.87,200,1500.5,1941.68,78.1,-0.44,0.11,1,-0.22,2.74,1,0,0.16,111115,0.535,0.002,294.6,297.1,240.1,1.72,2.57,32.95,29.55,22.74,2.78,0.06,0.265,2.51,0.038,12.36,0.433,10.09,362.8,0.002,
2012,2012-04-04,95,P020,4092,0,5.27,0.046,157.1,1.38,2.34,22.75,8.38,0.9,1,1.8,24.33,22.75,24.91,379.3,355.1,-0.17,5.584,-0.437,14.31,200.1,1500.4,0.14,78.29,3.88,-0.068,0.93,-0.22,2.74,1,0,0.16,111115,0.239,0.001,295.9,297.5,240.1,3.44,2.78,35.47,29.89,23.54,2.91,0.045,0.437,2.48,0.028,12.3,0.443,16.14,351.2,0.002,
2012,2012-04-04,95,P021,9693.5,0,4.22,0.074,261.1,1.93,2.06,20.48,4.81,1.68,1,3.36,22.49,20.48,24.38,379.9,368,-0.035,4.58,-0.1,13.09,200.2,1499.4,0.17,78.18,-0.32,-0.092,1,-0.22,2.74,1,0,0.16,111115,0.416,0.002,293.6,295.6,239.9,1.82,2.42,30.91,26.33,21.48,2.57,0.072,0.358,2.21,0.045,20.41,0.709,15.13,366.3,0.002,
2012,2012-04-04,95,P022,4895.5,0,2.8,0.019,118.4,0.46,1.89,17.71,8.17,0.94,1,1.89,21.53,17.71,23.44,378.8,366.7,-0.055,1.816,-0.165,5.5,200.2,1499.1,0.17,78.15,-1.91,0.039,1,-0.22,2.74,1,0,0.16,111115,0.245,0,290.9,294.7,239.9,4.42,2.03,26.02,24.2,19.62,2.29,0.019,0.142,2.15,0.012,9.25,0.323,6.6,364.7,0.001,
2012,2012-04-04,95,P023,8950.8,0,4.14,0.039,184.8,1.06,2.13,19.62,4.07,1.84,1,3.69,22.25,19.62,24.14,379.1,369.8,-0.069,2.084,-0.201,6.04,200.2,1501.1,0.14,78.18,-0.68,-0.012,1,-0.22,2.74,1,0,0.16,111115,0.492,0.001,292.8,295.4,240.2,2.11,2.29,29.32,27.24,20.94,2.49,0.038,0.163,2.32,0.024,14.45,0.5,6.61,368.3,0.001,
2012,2012-04-04,95,P024,7960.5,0,4.14,0.039,179.8,1.1,2.22,20.91,6.22,1.37,1,2.74,23.42,20.91,24.92,380.3,366.2,-0.074,3.332,-0.2,9.01,200.2,1499.7,0.1,78.17,-0.72,-0.024,1,-0.22,2.74,1,0,0.16,111115,0.322,0.001,294.1,296.6,239.9,2.69,2.48,31.75,28.42,22.16,2.68,0.038,0.26,2.42,0.024,14.05,0.491,10.16,364.1,0.001,
2012,2012-04-04,95,P025,5702.1,0,2.76,0.024,170.7,0.65,2.12,19.57,6.63,1.28,1,2.56,21.97,19.57,23.83,381.5,371.6,-0.055,2.076,-0.163,6.13,200.2,1499.9,0.14,78.16,-2.38,0.023,1,-0.22,2.74,1,0,0.16,111115,0.302,0.001,292.7,295.1,240,3.1,2.29,29.24,27.16,20.77,2.46,0.023,0.162,2.3,0.015,13.34,0.459,6.48,370.1,0,
2012,2012-04-04,95,P026,6461.3,0,3.54,0.034,185.8,0.82,1.86,18.5,8.79,0.81,1,1.62,21.94,18.5,23.91,380.4,363.6,-0.046,3.525,-0.135,10.42,200.2,1499.3,0.12,78.16,-1.35,-0.147,0.67,-0.22,2.74,1,0,0.16,111115,0.228,0.001,291.7,295.1,239.9,4.62,2.14,27.35,23.82,20.22,2.38,0.034,0.276,2.1,0.021,14.52,0.511,13.37,360.6,0.001,
2012,2012-04-04,95,P027,4740.9,0,8.76,0.096,187.5,2.66,2.19,23.04,6.28,1.36,1,2.72,24.24,23.04,24.91,380.2,349.8,-0.164,8.113,-0.423,20.91,200.1,1500.1,0.06,78.3,4.01,-0.14,0.8,-0.22,2.74,1,0,0.16,111115,0.319,0.003,296.2,297.4,240,1.68,2.83,36.1,27.99,23.64,2.93,0.093,0.635,2.3,0.058,14.68,0.536,23.43,345.5,0.006,
2012,2012-04-04,95,P028,413.4,0,7.72,0.077,177.9,2,2.04,21.24,6.25,1.37,1,2.73,24.26,21.24,25.1,379.7,353.5,0.114,6.294,0.293,16.16,200.8,1499.8,0.16,78.08,-0.61,-0.011,1,-0.22,2.74,1,0,0.16,111115,0.321,0.002,294.4,297.4,240,2.28,2.53,32.44,26.15,22.75,2.78,0.075,0.491,2.29,0.047,13.89,0.503,20.06,349.6,0.004,
2012,2012-04-04,95,P029,4365,0,10.32,0.139,208.3,2.72,1.57,21.64,6.79,1.25,1,2.49,24.29,21.64,25.08,379.6,341.6,4.017,13.086,10.301,33.56,200.8,1501.1,0.19,78.14,-0.61,-0.011,0.6,-0.22,2.74,1,0,0.16,111115,0.296,0.003,294.8,297.4,240.2,2,2.6,33.21,20.13,22.96,2.81,0.132,1.023,1.79,0.083,16.28,0.61,41.24,336,0.013,
2012,2012-04-04,95,P030,5442.9,0,4.92,0.054,209.3,1.79,2.58,22.84,2.9,2.1,1,4.2,24.09,22.84,24.91,380.6,372.4,0.187,2.782,0.486,7.23,199.2,1500.9,0.1,78.26,2.13,-0.01,0.9,-0.22,2.74,1,0,0.16,111115,0.686,0.002,296,297.2,240.1,1.47,2.79,35.69,32.91,23.46,2.9,0.053,0.218,2.68,0.033,16.38,0.562,7.18,370.8,0.001,
